,Unnamed: 0,Crop Type,Planting Date,Weather Conditions,Soil Characteristics,Firtilizer Usage(kgs/arce),Crop Yield (bushels/acre)
250,267,Wheat,June 1st,"Rainy, cool, wet",Silt loam,45.359237,40.0000
251,348,Maize,June 1st,"Sunny, warm, dry",Sandy loam,54.4310844,30.0000
252,315,Peppers,June 1st,"Sunny, warm, dry",Sandy loam,54.4310844,30.0000
253,181,Soybeans,June 1st,"Sunny, warm, humid",Sandy loam,45.359237,40.0000
254,402,Pumpkins,June 1st,"Rainy, cool, wet",Clay loam,45.359237,40.0000
255,440,Pumpkins,June 1st,"Sunny, warm, humid",Sandy loam,54.4310844,150.0000
256,138,Maize,June 1st,"Sunny, warm, humid",Silt loam,45.359237,30.0000
257,444,Cucumbers,June 1st,"Rainy, cool, wet",Clay loam,45.359237,150.0000
258,128,Maize,June 1st,"Sunny, warm, dry",Clay loam,54.4310844,40.0000
259,446,Potatoes,June 1st,"Sunny, warm, humid",Silt loam,54.4310844,30.0000
260,125,Pumpkins,June 1st,"Sunny, warm, dry",Clay loam,68.0388555,40.0000
261,113,Maize,June 1st,"Rainy, cool, wet",Clay loam,54.4310844,150.0000
262,112,Peppers,June 1st,"Rainy, cool, wet",Clay loam,68.0388555,30.0000
263,106,Squash,June 1st,"Rainy, cool, wet",Sandy loam,68.0388555,30.0000
264,102,Potatoes,June 1st,"Sunny, warm, humid",Silt loam,54.4310844,150.0000
265,83,Squash,June 1st,"Sunny, warm, dry",Clay loam,45.359237,40.0000
266,77,Sugar Beans,June 1st,"Sunny, warm, dry",Sandy loam,68.0388555,30.0000
267,76,Soybeans,June 1st,"Sunny, warm, dry",Silt loam,45.359237,40.0000
268,141,Tomatoes,June 1st,"Rainy, cool, wet",Sandy loam,45.359237,150.0000
269,62,Soybeans,June 1st,"Sunny, warm, humid",Sandy loam,45.359237,150.0000
270,54,Peppers,June 1st,"Sunny, warm, dry",Sandy loam,45.359237,40.0000
271,475,Soybeans,June 1st,"Rainy, cool, wet",Clay loam,45.359237,40.0000
272,40,Sugar Beans,June 1st,"Sunny, warm, humid",Sandy loam,45.359237,40.0000
273,39,Wheat,June 1st,"Sunny, warm, humid",Silt loam,54.4310844,150.0000
274,37,Cucumbers,June 1st,"Sunny, warm, humid",Silt loam,54.4310844,40.0000
275,477,Wheat,June 1st,"Sunny, warm, humid",Clay loam,54.4310844,40.0000
276,34,Potatoes,June 1st,"Sunny, warm, dry",Clay loam,68.0388555,40.0000
277,28,Cucumbers,June 1st,"Sunny, warm, dry",Clay loam,45.359237,30.0000
278,479,Peppers,June 1st,"Sunny, warm, humid",Silt loam,68.0388555,30.0000
279,489,Potatoes,June 1st,"Rainy, cool, wet",Sandy loam,54.4310844,40.0000
280,4,Squash,June 1st,"Rainy, cool, wet",Sandy loam,68.0388555,30.0000
281,3,Cucumbers,June 1st,"Rainy, cool, wet",Silt loam,54.4310844,40.0000
282,497,Sugar Beans,June 1st,"Sunny, warm, dry",Sandy loam,45.359237,30.0000
283,56,Soybeans,June 1st,"Sunny, warm, humid",Clay loam,54.4310844,30.0000
284,143,Tomatoes,June 1st,"Rainy, cool, wet",Sandy loam,68.0388555,40.0000
285,111,Squash,June 1st,"Sunny, warm, dry",Sandy loam,54.4310844,30.0000
286,430,Pumpkins,June 1st,"Sunny, warm, dry",Sandy loam,45.359237,40.0000
287,184,Wheat,June 1st,"Sunny, warm, humid",Clay loam,68.0388555,40.0000
288,163,Soybeans,June 1st,"Rainy, cool, wet",Silt loam,54.4310844,150.0000
289,415,Potatoes,June 1st,"Rainy, cool, wet",Sandy loam,45.359237,40.0000
290,173,Squash,June 1st,"Sunny, warm, humid",Silt loam,54.4310844,30.0000
291,223,Squash,June 1st,"Sunny, warm, dry",Clay loam,54.4310844,40.0000
292,227,Cucumbers,June 1st,"Sunny, warm, dry",Clay loam,54.4310844,40.0000
293,148,Sugar Beans,June 1st,"Sunny, warm, humid",Sandy loam,45.359237,30.0000
294,417,Cucumbers,June 1st,"Sunny, warm, humid",Silt loam,54.4310844,40.0000
295,408,Pumpkins,June 1st,"Sunny, warm, dry",Sandy loam,45.359237,150.0000
296,166,Potatoes,June 1st,"Sunny, warm, dry",Silt loam,54.4310844,40.0000
297,161,Wheat,June 1st,"Rainy, cool, wet",Sandy loam,68.0388555,150.0000
298,265,Pumpkins,May 15th,"Sunny, warm, dry",Silt loam,54.4310844,150.0000
299,46,Sugar Beans,May 15th,"Rainy, cool, wet",Silt loam,45.359237,150.0000
300,146,Cucumbers,May 15th,"Rainy, cool, wet",Sandy loam,54.4310844,150.0000
301,211,Wheat,May 15th,"Sunny, warm, humid",Sandy loam,68.0388555,150.0000
302,336,Tomatoes,May 15th,"Sunny, warm, humid",Clay loam,68.0388555,30.0000
303,196,Tomatoes,May 15th,"Rainy, cool, wet",Sandy loam,68.0388555,30.0000
304,57,Squash,May 15th,"Rainy, cool, wet",Silt loam,68.0388555,30.0000
305,472,Peppers,May 15th,"Sunny, warm, dry",Silt loam,45.359237,30.0000
306,63,Maize,May 15th,"Sunny, warm, dry",Clay loam,54.4310844,40.0000
307,47,Potatoes,May 15th,"Sunny, warm, dry",Silt loam,45.359237,30.0000
308,51,Squash,May 15th,"Sunny, warm, humid",Clay loam,45.359237,150.0000
309,218,Squash,May 15th,"Rainy, cool, wet",Sandy loam,68.0388555,40.0000
310,470,Sugar Beans,May 15th,"Sunny, warm, dry",Sandy loam,68.0388555,150.0000
311,27,Peppers,May 15th,"Rainy, cool, wet",Sandy loam,68.0388555,150.0000
312,226,Wheat,May 15th,"Sunny, warm, dry",Sandy loam,54.4310844,150.0000
313,24,Potatoes,May 15th,"Sunny, warm, humid",Clay loam,54.4310844,30.0000
314,21,Cucumbers,May 15th,"Rainy, cool, wet",Silt loam,45.359237,30.0000
315,20,Soybeans,May 15th,"Sunny, warm, dry",Clay loam,45.359237,40.0000
316,482,Tomatoes,May 15th,"Rainy, cool, wet",Silt loam,54.4310844,30.0000
317,17,Maize,May 15th,"Sunny, warm, humid",Sandy loam,45.359237,40.0000
318,12,Pumpkins,May 15th,"Sunny, warm, dry",Silt loam,54.4310844,150.0000
319,7,Maize,May 15th,"Sunny, warm, humid",Silt loam,68.0388555,30.0000
320,233,Soybeans,May 15th,"Rainy, cool, wet",Silt loam,54.4310844,30.0000
321,256,Cucumbers,May 15th,"Sunny, warm, humid",Sandy loam,45.359237,30.0000
322,240,Cucumbers,May 15th,"Sunny, warm, humid",Silt loam,45.359237,30.0000
323,360,Soybeans,May 15th,"Sunny, warm, dry",Clay loam,54.4310844,150.0000
324,411,Pumpkins,May 15th,"Sunny, warm, humid",Silt loam,45.359237,40.0000
325,68,Squash,May 15th,"Sunny, warm, humid",Silt loam,68.0388555,150.0000
326,249,Soybeans,May 15th,"Sunny, warm, dry",Clay loam,54.4310844,150.0000
327,438,Peppers,May 15th,"Sunny, warm, humid",Clay loam,54.4310844,30.0000
328,287,Maize,May 15th,"Sunny, warm, humid",Clay loam,68.0388555,30.0000
329,283,Potatoes,May 15th,"Sunny, warm, dry",Clay loam,68.0388555,30.0000
330,391,Squash,May 15th,"Rainy, cool, wet",Silt loam,54.4310844,40.0000
331,139,Potatoes,May 15th,"Sunny, warm, dry",Sandy loam,54.4310844,150.0000
332,137,Soybeans,May 15th,"Rainy, cool, wet",Silt loam,68.0388555,40.0000
333,295,Squash,May 15th,"Rainy, cool, wet",Clay loam,68.0388555,40.0000
334,154,Soybeans,May 15th,"Sunny, warm, dry",Sandy loam,45.359237,40.0000
335,386,Potatoes,May 15th,"Sunny, warm, humid",Clay loam,54.4310844,150.0000
336,277,Squash,May 15th,"Sunny, warm, dry",Silt loam,45.359237,40.0000
337,301,Squash,May 15th,"Sunny, warm, humid",Clay loam,68.0388555,150.0000
338,384,Tomatoes,May 15th,"Sunny, warm, dry",Silt loam,68.0388555,40.0000
339,70,Potatoes,May 15th,"Sunny, warm, dry",Clay loam,54.4310844,40.0000
340,114,Peppers,May 15th,"Sunny, warm, humid",Sandy loam,45.359237,150.0000
341,401,Tomatoes,May 15th,"Sunny, warm, dry",Clay loam,54.4310844,30.0000
342,450,Cucumbers,May 15th,"Sunny, warm, dry",Clay loam,68.0388555,30.0000
343,426,Wheat,May 15th,"Sunny, warm, dry",Clay loam,54.4310844,150.0000
344,312,Peppers,May 15th,"Sunny, warm, humid",Clay loam,45.359237,30.0000
345,101,Peppers,May 15th,"Sunny, warm, dry",Sandy loam,68.0388555,30.0000
346,99,Squash,May 15th,"Sunny, warm, humid",Clay loam,45.359237,150.0000
347,96,Sugar Beans,May 15th,"Sunny, warm, humid",Sandy loam,68.0388555,30.0000
348,316,Squash,May 15th,"Rainy, cool, wet",Clay loam,54.4310844,150.0000
349,78,Soybeans,May 15th,"Sunny, warm, dry",Silt loam,68.0388555,150.0000
350,103,Tomatoes,May 15th,"Rainy, cool, wet",Silt loam,54.4310844,30.0000
351,466,Squash,May 15th,"Sunny, warm, humid",Sandy loam,45.359237,30.0000
352,82,Potatoes,May 15th,"Rainy, cool, wet",Clay loam,54.4310844,150.0000
353,365,Soybeans,May 1st,"Rainy, cool, wet",Sandy loam,45.359237,40.0000
354,439,Sugar Beans,May 1st,"Rainy, cool, wet",Clay loam,68.0388555,30.0000
355,418,Potatoes,May 1st,"Rainy, cool, wet",Clay loam,45.359237,30.0000
356,376,Maize,May 1st,"Rainy, cool, wet",Sandy loam,54.4310844,40.0000
357,380,Squash,May 1st,"Rainy, cool, wet",Silt loam,54.4310844,30.0000
358,434,Tomatoes,May 1st,"Sunny, warm, humid",Silt loam,45.359237,30.0000
359,465,Peppers,May 1st,"Sunny, warm, dry",Silt loam,54.4310844,30.0000
360,473,Wheat,May 1st,"Sunny, warm, dry",Clay loam,68.0388555,150.0000
361,448,Peppers,May 1st,"Sunny, warm, dry",Silt loam,54.4310844,150.0000
362,388,Potatoes,May 1st,"Sunny, warm, dry",Silt loam,54.4310844,40.0000
363,422,Potatoes,May 1st,"Sunny, warm, dry",Clay loam,45.359237,40.0000
364,0,Squash,May 1st,"Sunny, warm, humid",Silt loam,45.359237,150.0000
365,499,Cucumbers,May 1st,"Rainy, cool, wet",Silt loam,68.0388555,40.0000
366,104,Pumpkins,May 1st,"Rainy, cool, wet",Sandy loam,54.4310844,40.0000
367,190,Maize,May 1st,"Sunny, warm, humid",Clay loam,54.4310844,30.0000
368,105,Squash,May 1st,"Sunny, warm, dry",Clay loam,45.359237,150.0000
369,260,Potatoes,May 1st,"Sunny, warm, dry",Sandy loam,45.359237,30.0000
370,248,Cucumbers,May 1st,"Sunny, warm, humid",Sandy loam,68.0388555,150.0000
371,115,Tomatoes,May 1st,"Sunny, warm, dry",Silt loam,45.359237,30.0000
372,242,Sugar Beans,May 1st,"Sunny, warm, humid",Clay loam,45.359237,30.0000
373,88,Peppers,May 1st,"Sunny, warm, dry",Silt loam,45.359237,150.0000
374,140,Cucumbers,May 1st,"Sunny, warm, dry",Silt loam,45.359237,30.0000
375,150,Potatoes,May 1st,"Sunny, warm, dry",Clay loam,68.0388555,150.0000
376,362,Squash,May 1st,"Sunny, warm, humid",Silt loam,68.0388555,30.0000
377,168,Sugar Beans,May 1st,"Sunny, warm, dry",Silt loam,45.359237,150.0000
378,172,Maize,May 1st,"Sunny, warm, humid",Sandy loam,68.0388555,40.0000
379,183,Potatoes,May 1st,"Sunny, warm, dry",Clay loam,68.0388555,30.0000
380,188,Peppers,May 1st,"Sunny, warm, dry",Sandy loam,45.359237,30.0000
381,193,Soybeans,May 1st,"Sunny, warm, humid",Clay loam,54.4310844,150.0000
382,147,Peppers,May 1st,"Sunny, warm, dry",Sandy loam,68.0388555,150.0000
383,300,Wheat,May 1st,"Sunny, warm, humid",Sandy loam,68.0388555,150.0000
384,280,Wheat,May 1st,"Sunny, warm, humid",Sandy loam,54.4310844,150.0000
385,192,Pumpkins,May 1st,"Sunny, warm, humid",Silt loam,45.359237,150.0000
386,330,Peppers,May 1st,"Sunny, warm, dry",Clay loam,45.359237,40.0000
387,329,Soybeans,May 1st,"Sunny, warm, dry",Silt loam,54.4310844,150.0000
388,337,Peppers,May 1st,"Rainy, cool, wet",Clay loam,68.0388555,150.0000
389,11,Pumpkins,May 1st,"Sunny, warm, humid",Clay loam,45.359237,30.0000
390,66,Soybeans,May 1st,"Rainy, cool, wet",Clay loam,68.0388555,150.0000
391,343,Tomatoes,May 1st,"Sunny, warm, dry",Clay loam,54.4310844,40.0000
392,26,Maize,May 1st,"Sunny, warm, humid",Silt loam,68.0388555,40.0000
393,344,Soybeans,May 1st,"Rainy, cool, wet",Clay loam,68.0388555,30.0000
394,335,Tomatoes,May 1st,"Sunny, warm, humid",Sandy loam,68.0388555,40.0000
395,428,Squash,September 15th,"Rainy, cool, wet",Sandy loam,54.4310844,150.0000
396,429,Wheat,September 15th,"Sunny, warm, humid",Silt loam,45.359237,40.0000
397,155,Cucumbers,September 15th,"Sunny, warm, dry",Silt loam,54.4310844,150.0000
398,492,Maize,September 15th,"Sunny, warm, humid",Sandy loam,45.359237,30.0000
399,493,Sugar Beans,September 15th,"Rainy, cool, wet",Sandy loam,68.0388555,40.0000
400,145,Peppers,September 15th,"Sunny, warm, dry",Clay loam,68.0388555,30.0000
401,142,Pumpkins,September 15th,"Sunny, warm, dry",Clay loam,68.0388555,150.0000
402,9,Peppers,September 15th,"Sunny, warm, humid",Sandy loam,68.0388555,30.0000
403,1,Maize,September 15th,"Sunny, warm, humid",Sandy loam,45.359237,30.0000
404,474,Pumpkins,September 15th,"Sunny, warm, dry",Clay loam,54.4310844,30.0000
405,118,Tomatoes,September 15th,"Sunny, warm, humid",Clay loam,68.0388555,30.0000
406,110,Pumpkins,September 15th,"Rainy, cool, wet",Silt loam,68.0388555,30.0000
407,453,Sugar Beans,September 15th,"Sunny, warm, dry",Silt loam,45.359237,40.0000
408,108,Peppers,September 15th,"Sunny, warm, dry",Clay loam,45.359237,150.0000
409,18,Potatoes,September 15th,"Sunny, warm, humid",Silt loam,45.359237,150.0000
410,455,Wheat,September 15th,"Rainy, cool, wet",Sandy loam,68.0388555,30.0000
411,481,Wheat,September 15th,"Sunny, warm, dry",Silt loam,45.359237,30.0000
412,458,Pumpkins,September 15th,"Rainy, cool, wet",Sandy loam,45.359237,30.0000
413,19,Tomatoes,September 15th,"Sunny, warm, dry",Silt loam,54.4310844,150.0000
414,459,Maize,September 15th,"Rainy, cool, wet",Clay loam,68.0388555,30.0000
415,92,Potatoes,September 15th,"Sunny, warm, dry",Silt loam,54.4310844,30.0000
416,89,Cucumbers,September 15th,"Sunny, warm, dry",Sandy loam,54.4310844,150.0000
417,48,Pumpkins,September 15th,"Rainy, cool, wet",Sandy loam,68.0388555,30.0000
418,71,Pumpkins,September 15th,"Rainy, cool, wet",Clay loam,54.4310844,40.0000
419,136,Soybeans,September 15th,"Sunny, warm, dry",Silt loam,45.359237,40.0000
420,488,Cucumbers,September 15th,"Rainy, cool, wet",Sandy loam,68.0388555,150.0000
421,361,Maize,September 15th,"Sunny, warm, humid",Clay loam,54.4310844,150.0000
422,326,Squash,September 15th,"Sunny, warm, humid",Sandy loam,68.0388555,150.0000
423,299,Sugar Beans,September 15th,"Rainy, cool, wet",Clay loam,45.359237,150.0000
424,302,Wheat,September 15th,"Sunny, warm, humid",Silt loam,45.359237,40.0000
425,419,Wheat,September 15th,"Sunny, warm, dry",Sandy loam,45.359237,40.0000
426,282,Cucumbers,September 15th,"Sunny, warm, dry",Silt loam,45.359237,150.0000
427,262,Peppers,September 15th,"Rainy, cool, wet",Silt loam,54.4310844,30.0000
428,258,Maize,September 15th,"Sunny, warm, humid",Sandy loam,45.359237,30.0000
429,246,Squash,September 15th,"Sunny, warm, dry",Sandy loam,54.4310844,30.0000
430,241,Maize,September 15th,"Rainy, cool, wet",Clay loam,45.359237,150.0000
431,381,Squash,September 15th,"Sunny, warm, dry",Sandy loam,68.0388555,40.0000
432,291,Squash,September 15th,"Sunny, warm, dry",Clay loam,45.359237,40.0000
433,378,Potatoes,September 15th,"Rainy, cool, wet",Clay loam,45.359237,30.0000
434,239,Squash,September 15th,"Rainy, cool, wet",Clay loam,68.0388555,40.0000
435,236,Cucumbers,September 15th,"Sunny, warm, dry",Sandy loam,68.0388555,40.0000
436,225,Pumpkins,September 15th,"Rainy, cool, wet",Clay loam,68.0388555,150.0000
437,298,Sugar Beans,September 15th,"Sunny, warm, humid",Sandy loam,54.4310844,30.0000
438,416,Maize,September 15th,"Rainy, cool, wet",Clay loam,54.4310844,150.0000
439,216,Soybeans,September 15th,"Sunny, warm, dry",Silt loam,68.0388555,40.0000
440,367,Maize,September 15th,"Sunny, warm, dry",Silt loam,54.4310844,30.0000
441,346,Squash,September 15th,"Sunny, warm, dry",Silt loam,54.4310844,30.0000
442,485,Soybeans,September 1st,"Sunny, warm, dry",Sandy loam,45.359237,150.0000
443,87,Potatoes,September 1st,"Rainy, cool, wet",Sandy loam,68.0388555,150.0000
444,74,Pumpkins,September 1st,"Rainy, cool, wet",Silt loam,54.4310844,30.0000
445,354,Soybeans,September 1st,"Sunny, warm, dry",Clay loam,54.4310844,150.0000
446,6,Wheat,September 1st,"Sunny, warm, humid",Sandy loam,68.0388555,30.0000
447,8,Sugar Beans,September 1st,"Rainy, cool, wet",Clay loam,45.359237,30.0000
448,471,Tomatoes,September 1st,"Sunny, warm, dry",Silt loam,45.359237,30.0000
449,60,Pumpkins,September 1st,"Sunny, warm, humid",Silt loam,54.4310844,40.0000
450,53,Peppers,September 1st,"Sunny, warm, dry",Sandy loam,54.4310844,40.0000
451,304,Sugar Beans,September 1st,"Sunny, warm, humid",Sandy loam,68.0388555,30.0000
452,310,Wheat,September 1st,"Sunny, warm, humid",Clay loam,45.359237,150.0000
453,345,Cucumbers,September 1st,"Rainy, cool, wet",Clay loam,54.4310844,40.0000
454,476,Squash,September 1st,"Sunny, warm, humid",Sandy loam,54.4310844,150.0000
455,36,Wheat,September 1st,"Rainy, cool, wet",Silt loam,54.4310844,150.0000
456,491,Tomatoes,September 1st,"Rainy, cool, wet",Sandy loam,68.0388555,40.0000
457,35,Pumpkins,September 1st,"Sunny, warm, dry",Sandy loam,54.4310844,150.0000
458,10,Potatoes,September 1st,"Sunny, warm, dry",Silt loam,45.359237,30.0000
459,318,Maize,September 1st,"Rainy, cool, wet",Silt loam,68.0388555,150.0000
460,372,Wheat,September 1st,"Rainy, cool, wet",Silt loam,45.359237,40.0000
461,14,Sugar Beans,September 1st,"Sunny, warm, humid",Sandy loam,68.0388555,40.0000
462,333,Cucumbers,September 1st,"Sunny, warm, humid",Sandy loam,54.4310844,150.0000
463,13,Potatoes,September 1st,"Sunny, warm, dry",Clay loam,68.0388555,30.0000
464,484,Wheat,September 1st,"Sunny, warm, dry",Silt loam,45.359237,40.0000
465,486,Peppers,September 1st,"Sunny, warm, dry",Silt loam,68.0388555,150.0000
466,194,Peppers,September 1st,"Rainy, cool, wet",Silt loam,54.4310844,40.0000
467,290,Cucumbers,September 1st,"Sunny, warm, dry",Silt loam,45.359237,40.0000
468,93,Sugar Beans,September 1st,"Sunny, warm, humid",Clay loam,68.0388555,150.0000
469,423,Wheat,September 1st,"Sunny, warm, dry",Clay loam,45.359237,150.0000
470,179,Maize,September 1st,"Rainy, cool, wet",Silt loam,45.359237,150.0000
471,212,Cucumbers,September 1st,"Sunny, warm, dry",Silt loam,45.359237,30.0000
472,414,Potatoes,September 1st,"Sunny, warm, dry",Sandy loam,45.359237,40.0000
473,213,Squash,September 1st,"Sunny, warm, dry",Sandy loam,68.0388555,30.0000
474,214,Wheat,September 1st,"Rainy, cool, wet",Clay loam,68.0388555,30.0000
475,167,Squash,September 1st,"Sunny, warm, dry",Clay loam,54.4310844,150.0000
476,165,Potatoes,September 1st,"Sunny, warm, humid",Silt loam,68.0388555,30.0000
477,410,Maize,September 1st,"Sunny, warm, humid",Silt loam,68.0388555,30.0000
478,222,Cucumbers,September 1st,"Sunny, warm, dry",Silt loam,45.359237,40.0000
479,149,Tomatoes,September 1st,"Sunny, warm, dry",Sandy loam,68.0388555,150.0000
480,436,Pumpkins,September 1st,"Sunny, warm, dry",Clay loam,45.359237,40.0000
481,231,Peppers,September 1st,"Rainy, cool, wet",Sandy loam,54.4310844,150.0000
482,232,Squash,September 1st,"Sunny, warm, dry",Sandy loam,54.4310844,40.0000
483,135,Cucumbers,September 1st,"Rainy, cool, wet",Clay loam,54.4310844,150.0000
484,134,Squash,September 1st,"Rainy, cool, wet",Clay loam,54.4310844,150.0000
485,132,Tomatoes,September 1st,"Sunny, warm, humid",Silt loam,68.0388555,150.0000
486,129,Potatoes,September 1st,"Rainy, cool, wet",Clay loam,45.359237,40.0000
487,126,Sugar Beans,September 1st,"Sunny, warm, dry",Sandy loam,54.4310844,30.0000
488,124,Peppers,September 1st,"Sunny, warm, dry",Sandy loam,45.359237,40.0000
489,449,Cucumbers,September 1st,"Rainy, cool, wet",Silt loam,45.359237,150.0000
490,116,Sugar Beans,September 1st,"Sunny, warm, dry",Clay loam,45.359237,40.0000
491,253,Peppers,September 1st,"Sunny, warm, humid",Clay loam,68.0388555,40.0000
492,397,Squash,September 1st,"Sunny, warm, dry",Sandy loam,68.0388555,150.0000
493,395,Potatoes,September 1st,"Sunny, warm, dry",Silt loam,45.359237,40.0000
494,107,Maize,September 1st,"Sunny, warm, humid",Sandy loam,68.0388555,30.0000
495,268,Pumpkins,September 1st,"Sunny, warm, dry",Clay loam,68.0388555,150.0000
496,97,Maize,September 1st,"Rainy, cool, wet",Silt loam,54.4310844,40.0000
497,95,Squash,September 1st,"Sunny, warm, dry",Sandy loam,54.4310844,40.0000
498,389,Soybeans,September 1st,"Rainy, cool, wet",Sandy loam,68.0388555,30.0000
499,157,Sugar Beans,September 1st,"Rainy, cool, wet",Silt loam,54.4310844,40.0000
